t,minima,maxima,minima_index,maxima_index,curvature_minima,curvature_maxima,mean_surface_height
0.0,,,,,,,0.32769000000000004
0.10005002501250625,0.1404337303281245,0.3962546210905647,13.0,71.0,0.2328429769197723,-0.015697680745937873,0.3276899999257827
0.2001000500250125,0.1248940681143603,0.4031985294558625,15.0,65.0,0.18605342348992437,-0.011579052741069306,0.32768999983443964
0.3001500750375187,0.1207129245735063,0.4033785354650461,16.0,63.0,0.1717435980717676,-0.011919011907025268,0.327689999826304
0.400200100050025,0.1209621707116841,0.4003759005424075,17.0,63.0,0.15271558409001007,-0.012453358816782625,0.3276899998194617
0.5002501250625312,0.1226264627200966,0.3959996673338357,17.0,63.0,0.16592379619705339,-0.012622176144129731,0.32768999982008756
0.6003001500750375,0.1252664014712436,0.3911268779456081,18.0,63.0,0.14417619586986277,-0.012662736582425498,0.327689999823322
0.7003501750875437,0.127722330888727,0.386234681387075,18.0,63.0,0.15331977814306985,-0.012698949717229605,0.32768999982804614
0.80040020010005,0.1295730839839832,0.3813947241080112,19.0,64.0,0.13392874013468065,-0.013068542376364192,0.32768999983488656
0.9004502251125562,0.1317156343624571,0.376610857437421,19.0,64.0,0.1413750543104229,-0.01308665942021892,0.3276899998388983
1.0005002501250624,0.1330723995130354,0.3718517008089371,20.0,64.0,0.12387397186541887,-0.013095535703659848,0.32768999984397856
1.1005502751375686,0.1349104598195682,0.3671164008119577,21.0,64.0,0.1080523510218079,-0.0130926544596546,0.32768999976579893
1.200600300150075,0.1358648136503632,0.362449302564759,21.0,64.0,0.11398191121150189,-0.013084518124677175,0.3276899994299214
1.3006503251625812,0.1374169078693446,0.3578583997738948,22.0,65.0,0.09937761097086385,-0.013420126673802636,0.32768999897634055
1.4007003501750874,0.1383814120754997,0.3533307865276268,22.0,65.0,0.10431150685349612,-0.013388964623284826,0.32768999840505636
1.5007503751875937,0.1398619262541475,0.3488538073625648,22.0,65.0,0.10852443263649816,-0.013351242199074999,0.32768999778450997
1.6008004002001,0.1404783813320898,0.3444764554163839,23.0,65.0,0.09539125708416107,-0.013313648206252894,0.3276899973770304
1.7008504252126062,0.1414798090460501,0.340163834455054,23.0,65.0,0.09891915168099553,-0.01327141842438422,0.32768999699576923
1.8009004502251125,0.1422221365702999,0.3359465963881491,24.0,66.0,0.08682515017002734,-0.013608971376966697,0.3276899966407263
1.9009504752376187,0.1431231673769572,0.3318194840222822,24.0,66.0,0.08989735104617246,-0.013554052886545157,0.3276899962999337
2.0010005002501248,0.1438126520187565,0.3277774205061469,25.0,66.0,0.07900972116463148,-0.013497457428453888,0.32768999584420905
2.101050525262631,0.1443148354886359,0.3238132819051745,25.0,66.0,0.081721375271487,-0.013438371440993748,0.3276899953191797
2.2011005502751373,0.145051447847873,0.3199299255177538,25.0,66.0,0.08402953291660693,-0.01337712123099596,0.327689994706545
2.3011505752876436,0.1453022034486079,0.3161301253628463,26.0,66.0,0.07396876472934934,-0.013314027722226753,0.32768999398948323
2.40120060030015,0.1457879994501967,0.3124033659297645,26.0,67.0,0.07618169261968394,-0.013663994259278481,0.3276899936629606
2.501250625312656,0.1462072774659263,0.3087807890733609,27.0,67.0,0.06711420762228623,-0.013592597253250831,0.3276899934147699
2.6013006503251623,0.1464433755938188,0.3052343377281591,27.0,67.0,0.06907274526203971,-0.013519652608743342,0.3276899932560183
2.7013506753376686,0.1468430679922603,0.3017651950667129,27.0,67.0,0.07076266225615604,-0.013445362061401872,0.3276899931978128
2.801400700350175,0.1470322992345245,0.2983745442615762,28.0,67.0,0.06228950203254022,-0.013369927346882166,0.3276899932512606
2.901450725362681,0.1471897574138753,0.2950635684853027,28.0,67.0,0.06369682951017572,-0.013293550200828248,0.32768999342746885
3.0015007503751874,0.1474873144737712,0.2918208987141473,28.0,67.0,0.06497947535045923,-0.013215977709571242,0.32768999361237294
3.1015507753876936,0.1475855418160284,0.2886390019029735,29.0,67.0,0.05736077731288988,-0.013137095901256864,0.3276899937301609
3.2016008004002,0.1476697639206614,0.2855337436986866,29.0,68.0,0.0586681271708354,-0.013503668706258288,0.3276899938763353
3.301650825412706,0.1478573473470553,0.2825233888755609,29.0,68.0,0.059833991362630456,-0.013421191761001528,0.32768999404604826
3.4017008504252124,0.1478876997452844,0.2795812568639465,30.0,68.0,0.05279626536198084,-0.013338372870211081,0.3276899942344524
3.5017508754377187,0.147854113995794,0.2767069855221384,30.0,68.0,0.05384751039656052,-0.013255347801713994,0.3276899944366996
3.601800900450225,0.1478954610247754,0.273900212708432,30.0,68.0,0.05476237206404981,-0.013172252323364057,0.3276899946479426
3.701850925462731,0.1479634591636489,0.2711450537491312,31.0,68.0,0.048311767034936295,-0.01308863580097364,0.3276899948516391
3.8019009504752375,0.1478599363801104,0.2684498534281396,31.0,68.0,0.0492584720446009,-0.013004962928021908,0.327689995049501
3.9019509754877437,0.1478301908789215,0.2658134624284766,31.0,68.0,0.0501241389979078,-0.012921339734864784,0.3276899952360876
4.0020010005002495,0.1478651362095552,0.2632346239017178,31.0,68.0,0.05091072689101278,-0.012837868189579556,0.32768999540587707
4.102051025512756,0.147732234642204,0.2607120809994393,32.0,68.0,0.0449977291494917,-0.012754650260250099,0.3276899955533479
4.202101050525262,0.1475799929472194,0.258244576873217,32.0,68.0,0.04574180255004209,-0.012671787914957718,0.3276899956729779
4.302151075537768,0.1474955151073516,0.2558291454389418,32.0,68.0,0.046429949617243255,-0.012589004492777355,0.32768999579034663
4.402201100550275,0.1474864681084622,0.2534816036067407,32.0,69.0,0.04707457288955175,-0.01297929476813954,0.32768999592347264
4.502251125562781,0.147275295355217,0.2511859042768529,33.0,69.0,0.04166207620940929,-0.01289552228412634,0.32768999604474736
4.602301150575287,0.1471113632364318,0.2489374606997084,33.0,69.0,0.04229194127331346,-0.012812181451924467,0.3276899961527229
4.702351175587793,0.146993672586837,0.2467348351719812,33.0,69.0,0.04287348489253691,-0.01272931926899238,0.32768999624595097
4.8024012006003,0.1469166835505531,0.2445765899903454,33.0,69.0,0.043408092891125044,-0.012646982732800995,0.3276899963229836
4.902451225612806,0.1466553743059013,0.2424612874514748,34.0,69.0,0.0384247563447653,-0.012565218840806937,0.3276899963823726
5.002501250625312,0.1464744415223557,0.2403929665420811,34.0,69.0,0.038961027889091816,-0.012483079649821194,0.3276899963553806
5.102551275637818,0.1463380424860479,0.2383663776798428,34.0,69.0,0.039460466937275465,-0.01240130465466495,0.3276899962873939
5.202601300650325,0.1462412189494569,0.2363801225405934,34.0,69.0,0.03992378007141294,-0.012319933698858278,0.3276899961764809
5.302651325662831,0.1460322188063643,0.2344329029741739,35.0,69.0,0.035349952133781046,-0.012238988427491772,0.3276899960194789
5.402701350675337,0.1458105731474216,0.232523420830425,35.0,69.0,0.03580585946446846,-0.012158490485645759,0.32768999581322494
5.5027513756878434,0.1456207755327028,0.2306503779591872,35.0,69.0,0.03622950464072905,-0.012078461518403128,0.3276899955545565
5.60280140070035,0.1454589007113245,0.2288124762103015,35.0,69.0,0.0366213924835974,-0.011998923170857035,0.3276899952403109
5.702851425712856,0.1452822935124671,0.2270084174336085,36.0,69.0,0.03238695043126752,-0.011919897088083043,0.3276899948673253
5.802901450725362,0.1449994427647628,0.2252369034789491,36.0,69.0,0.03276594260042776,-0.011841404915172106,0.32768999443243707
5.9029514757378685,0.144737185880669,0.2234966361961639,36.0,69.0,0.03311522085530226,-0.011763468297207482,0.3276899939324835
6.003001500750375,0.1445304966962312,0.2217958374919408,36.0,70.0,0.03345762794570216,-0.012188057522865664,0.32768999381625186
6.103051525762881,0.1443629162854769,0.2201406215723604,36.0,70.0,0.03378581695259703,-0.01211030457649334,0.32768999393235726
6.203101550775387,0.1441648847621581,0.2185157318662461,37.0,70.0,0.029907344584416715,-0.012033087683513992,0.32768999416063926
