h0,h,liquid
0.199177697534358,0.0649662608117099,beet
0.20824700037969,0.0937558433133732,beet
0.219815391970982,0.0738201434967902,beet
0.25600841949664,0.1075695751354434,beet
0.281453014129505,0.0950446470694973,beet
0.29934575615585,0.1026013026578422,beet
0.306186365861915,0.1099605210631368,beet
0.314441387883013,0.1256662608117099,beet
0.319376178183019,0.1290973595665811,beet
0.320170922404891,0.1231989770459081,beet
0.322459645017291,0.1179201434967902,beet
0.32367863370609,0.1086055343857739,beet
0.325602280630541,0.0989650573852295,beet
0.325984518004042,0.1526558433133732,beet
0.328910907709987,0.104756615340747,beet
0.334392870584825,0.1393695751354434,beet
0.335370772912735,0.1214365269461077,beet
0.339838919778618,0.118171989354624,beet
0.34877088203498,0.1511446470694973,beet
0.349910968102185,0.1310219560878243,beet
0.3567161931363,0.135956615340747,beet
0.359610463302739,0.1742013026578422,beet
0.363890306594336,0.1632583056110002,beet
0.367839478041525,0.1864084630738522,beet
0.368165896282625,0.144471989354624,beet
0.370347495589525,0.1423219560878243,beet
0.374169466045174,0.1770719893546241,beet
0.381777759303619,0.1730973595665811,beet
0.39632971839302,0.1588201434967902,beet
0.39692344858301,0.1967558433133732,beet
0.397654711039824,0.1430581586826347,beet
0.402434508108127,0.1448662608117099,beet
0.411145691445775,0.1872605210631369,beet
0.412533829208247,0.1736084630738523,beet
0.413815676146841,0.1972201434967901,beet
0.41961184760501,0.1595055343857739,beet
0.422679337372646,0.1905446470694973,beet
0.426270929148737,0.2201013026578422,beet
0.428838486626655,0.1763583056110002,beet
0.440413018211457,0.2142219560878243,beet
0.451314131891405,0.2095719893546241,beet
0.454015544686246,0.2197695751354434,beet
0.454346084883343,0.1979719893546241,beet
0.474735498948734,0.2199605210631369,beet
0.479763735558394,0.2174084630738522,beet
0.480325276419039,0.2381446470694973,beet
0.481758017526867,0.2287650573852295,beet
0.482295137223403,0.2587762225548902,beet
0.49016830069224,0.2326662608117099,beet
0.493481248820087,0.2375013026578422,beet
0.506691450058503,0.2493989770459081,beet
0.507455155161694,0.2567583056110002,beet
0.516052282140274,0.2778558433133732,beet
0.51623106918785,0.3158762225548902,beet
0.518069676423503,0.2663605210631369,beet
0.533608925445396,0.2858055343857739,beet
0.547580228173447,0.3033581586826347,beet
0.55652133565078,0.3150365269461078,beet
0.219708283412575,0.0912337085828343,gw60
0.249483496809797,0.1412905452253388,gw60
0.261191669077723,0.1564838051170386,gw60
0.270788908031013,0.1663997731809109,gw60
0.273202931142226,0.1739014613629883,gw60
0.290062053976329,0.1549604151696607,gw60
0.29234785444756,0.1708047904191617,gw60
0.301124880215331,0.1544184052946738,gw60
0.302918405265238,0.1414010127892363,gw60
0.307288086825884,0.1892612075848303,gw60
0.319139809641383,0.1597017196376478,gw60
0.325211322524886,0.1223752955627207,gw60
0.332946454974224,0.1977454001088731,gw60
0.33804092811755,0.18306499500998,gw60
0.34068191540671,0.1885307717897538,gw60
0.346082795852068,0.1813184052946738,gw60
0.354029949976973,0.2218337085828343,gw60
0.355483125872007,0.2489612075848303,gw60
0.380526824307785,0.2282997731809109,gw60
0.382292198080856,0.2433014613629883,gw60
0.384455446224138,0.1933680457267283,gw60
0.385240451697618,0.2312604151696607,gw60
0.39641899853474,0.2217838051170386,gw60
0.422077163569551,0.1949010127892363,gw60
0.439324066900626,0.3226612075848303,gw60
0.439868597007236,0.2522184052946738,gw60
0.448224588885823,0.2655307717897538,gw60
0.480375211732338,0.3025325848303393,gw60
0.502171892026943,0.3090047904191617,gw60
0.52671433506556,0.372558746506986,gw60
0.541129294545905,0.3455017196376477,gw60
0.569508350514422,0.3451454001088732,gw60
0.682026494283036,0.4175752955627207,gw60
0.347078921791989,0.3692123231797275,gw80
0.352732795927175,0.5476662888411179,gw80
0.35425880667152,0.2985169767441861,gw80
0.358427878865175,0.4437157301747797,gw80
0.376712117821623,0.4788521357380161,gw80
0.382636188933108,0.3612234730538922,gw80
0.384925818729597,0.6021300256629598,gw80
0.398036096349838,0.2464202551418901,gw80
0.404556121949658,0.2302662888411178,gw80
0.414860402090734,0.1445202551418901,gw80
0.417529843967507,0.5314234730538923,gw80
0.423671182664762,0.387262569213732,gw80
0.449639589235,0.2676662888411178,gw80
0.569821358113176,0.6567521357380162,gw80
0.571105539102643,0.7266123231797275,gw80
